TREE0_LABEL	TREE0_HEAD	TREE0_HEADPOS	TREE0_LEFTCHILD	TREE0_RIGHTCHILD	TREE1_LABEL	TREE1_HEAD	TREE1_HEADPOS	TREE1_LEFTCHILD	TREE1_RIGHTCHILD	TREE2_LABEL	TREE2_HEAD	TREE2_HEADPOS	TREE3_LABEL	TREE3_HEAD	ANTECEDENT_CARRIED	WORD_NEXT0_LEX	WORD_NEXT0_POS	ACTION	ACTION_RESULT_LABEL	ACTION_PREV	FREQ	ACTIVATION
VP	find	VB	VB	ADVP	MD	would	 			NP	you	PRP	WHADVP	where	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	find	VB	VP		MD	would	 			NP	you	PRP	WHADVP	where	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	find	VB	MD	VP	NP	you	PRP	PRP		WHADVP	where	WRB	NP	valley	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	find	VB	VP		NP	you	PRP	PRP		WHADVP	where	WRB	NP	valley	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	find	VB	NP	VP	WHADVP	where	WRB	WRB		NP	valley	NN	IN	in	NO	.	.	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	where	WRB	S		WHADVP	where	WRB	WRB		NP	valley	NN	IN	in	NO	.	.	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	where	WRB	WHADVP	S	NP	valley	NN	DT	NN	IN	in	 	VBZ	be	NO	.	.	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	valley	NN	SBAR		NP	valley	NN	DT	NN	IN	in	 	VBZ	be	NO	.	.	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	valley	NN	NP	SBAR	IN	in	 			VBZ	be	 	NP	it	NO	.	.	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	in	IN	NP		IN	in	 			VBZ	be	 	NP	it	NO	.	.	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	in	IN	IN	NP	VBZ	be	 			NP	it	PRP	NOPOS	noword	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VBZ	PP		VBZ	be	 			NP	it	PRP	NOPOS	noword	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBZ	VBZ	PP	NP	it	PRP	PRP		NOPOS	noword	 		 	NO	.	.	shift	''	reduce_binary	1	-9.294198074178478
.	.	 			VP	be	VBZ	VBZ	PP	NP	it	PRP	NOPOS	noword	NO	.	.	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	be	VBZ	.		VP	be	VBZ	VBZ	PP	NP	it	PRP	NOPOS	noword	NO	.	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	be	VBZ	VP	.	NP	it	PRP	PRP		NOPOS	noword	 		 	NO	.	.	reduce_binary	S	reduce_binary	2	-8.947624483898506
S	be	VBZ	NP	VP	NOPOS	noword	 				 	 		 	NO	.	.	reduce_unary	ROOT	reduce_binary	6	-8.398318339564453
NOPOS	noword	 				 	 				 	 		 	NO	that	IN	shift	''		5	-8.48947911796143
IN	that	 			NOPOS	noword	 				 	 		 	NO	all	DT	shift	''	shift	1	-9.294198074178478
DT	all	 			IN	that	 			NOPOS	noword	 		 	NO	mill	NN	shift	''	shift	1	-9.294198074178478
NN	mill	 			DT	all	 			IN	that	 	NOPOS	noword	NO	owner	NNS	shift	''	shift	1	-9.294198074178478
NNS	owner	 			NN	mill	 			DT	all	 	IN	that	NO	be	VBD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	owner	NNS	NNS		NN	mill	 			DT	all	 	IN	that	NO	be	VBD	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	owner	NNS	NN	NNS	DT	all	 			IN	that	 	NOPOS	noword	NO	be	VBD	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	owner	NNS	DT	NN	IN	that	 			NOPOS	noword	 		 	NO	be	VBD	shift	''	reduce_binary	1	-9.294198074178478
VBD	be	 			NP	owner	NNS	DT	NN	IN	that	 	NOPOS	noword	NO	generally	RB	shift	''	shift	1	-9.294198074178478
RB	generally	 			VBD	be	 			NP	owner	NNS	IN	that	NO	busy	JJ	shift	''	shift	1	-9.294198074178478
JJ	busy	 			RB	generally	 			VBD	be	 	NP	owner	NO	as	IN	shift	''	shift	1	-9.294198074178478
IN	as	 			JJ	busy	 			RB	generally	 	VBD	be	NO	beaver	NNS	shift	''	shift	1	-9.294198074178478
NNS	beaver	 			IN	as	 			JJ	busy	 	RB	generally	NO	and	CC	reduce_unary	NP	shift	1	-9.294198074178478
NP	beaver	NNS	NNS		IN	as	 			JJ	busy	 	RB	generally	NO	and	CC	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	as	IN	NP		IN	as	 			JJ	busy	 	RB	generally	NO	and	CC	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	as	IN	IN	NP	JJ	busy	 			RB	generally	 	VBD	be	NO	and	CC	reduce_unary	ADJP_BAR	reduce_binary	1	-9.294198074178478
ADJP_BAR	busy	JJ	PP		JJ	busy	 			RB	generally	 	VBD	be	NO	and	CC	reduce_binary	ADJP_BAR	reduce_unary	1	-9.294198074178478
ADJP_BAR	busy	JJ	JJ	PP	RB	generally	 			VBD	be	 	NP	owner	NO	and	CC	reduce_binary	ADJP	reduce_binary	1	-9.294198074178478
ADJP	busy	JJ	RB	JJ	VBD	be	 			NP	owner	NNS	IN	that	NO	and	CC	shift	''	reduce_binary	1	-9.294198074178478
CC	and	 			ADJP	busy	JJ	RB	JJ	VBD	be	 	NP	owner	NO	quite	RB	shift	''	shift	1	-9.294198074178478
RB	quite	 			CC	and	 			ADJP	busy	JJ	VBD	be	NO	please	VBN	shift	''	shift	1	-9.294198074178478
VBN	please	 			RB	quite	 			CC	and	 	ADJP	busy	NO	with	IN	shift	''	shift	1	-9.294198074178478
IN	with	 			VBN	please	 			RB	quite	 	CC	and	NO	themselves	PRP	shift	''	shift	1	-9.294198074178478
PRP	themselves	 			IN	with	 			VBN	please	 	RB	quite	NO	for	IN	reduce_unary	NP	shift	1	-9.294198074178478
NP	themselves	PRP	PRP		IN	with	 			VBN	please	 	RB	quite	NO	for	IN	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	with	IN	NP		IN	with	 			VBN	please	 	RB	quite	NO	for	IN	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	with	IN	IN	NP	VBN	please	 			RB	quite	 	CC	and	NO	for	IN	reduce_unary	ADJP_BAR	reduce_binary	1	-9.294198074178478
ADJP_BAR	 	 	PP		VBN	please	 			RB	quite	 	CC	and	NO	for	IN	reduce_binary	ADJP_BAR	reduce_unary	1	-9.294198074178478
ADJP_BAR	 	 	VBN	PP	RB	quite	 			CC	and	 	ADJP	busy	NO	for	IN	reduce_binary	ADJP	reduce_binary	1	-9.294198074178478
ADJP	 	 	RB	VBN	CC	and	 			ADJP	busy	JJ	VBD	be	NO	for	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	for	 			ADJP	 	 	RB	VBN	CC	and	 	ADJP	busy	NO	be	VBG	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 			IN	for	 			ADJP	 	 	CC	and	NO	be	VBG	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	-NONE-		IN	for	 			ADJP	 	 	CC	and	NO	be	VBG	shift	''	reduce_unary	1	-9.294198074178478
VBG	be	 			NP	*	-NONE-	-NONE-		IN	for	 	ADJP	 	NO	so	RB	shift	''	shift	1	-9.294198074178478
RB	so	 			VBG	be	 			NP	*	-NONE-	IN	for	NO	successful	JJ	shift	''	shift	1	-9.294198074178478
JJ	successful	 			RB	so	 			VBG	be	 	NP	*	NO	and	CC	reduce_unary	ADJP_BAR	shift	1	-9.294198074178478
ADJP_BAR	successful	JJ	JJ		RB	so	 			VBG	be	 	NP	*	NO	and	CC	reduce_binary	ADJP	reduce_unary	1	-9.294198074178478
ADJP	successful	JJ	RB	JJ	VBG	be	 			NP	*	-NONE-	IN	for	NO	and	CC	shift	''	reduce_binary	1	-9.294198074178478
CC	and	 			ADJP	successful	JJ	RB	JJ	VBG	be	 	NP	*	NO	well	JJ	shift	''	shift	1	-9.294198074178478
JJ	well	 			CC	and	 			ADJP	successful	JJ	VBG	be	NO	off	RB	shift	''	shift	1	-9.294198074178478
RB	off	 			JJ	well	 			CC	and	 	ADJP	successful	NO	be	VBD	reduce_unary	ADJP_BAR	shift	1	-9.294198074178478
ADJP_BAR	well	JJ	RB		JJ	well	 			CC	and	 	ADJP	successful	NO	be	VBD	reduce_binary	ADJP	reduce_unary	1	-9.294198074178478
ADJP	well	JJ	JJ	RB	CC	and	 			ADJP	successful	JJ	VBG	be	NO	be	VBD	reduce_unary	ADJP_BAR	reduce_binary	1	-9.294198074178478
ADJP_BAR	well	JJ	ADJP		CC	and	 			ADJP	successful	JJ	VBG	be	NO	be	VBD	reduce_binary	ADJP_BAR	reduce_unary	1	-9.294198074178478
ADJP_BAR	well	JJ	CC	ADJP	ADJP	successful	JJ	RB	JJ	VBG	be	 	NP	*	NO	be	VBD	reduce_binary	ADJP	reduce_binary	1	-9.294198074178478
ADJP	well	JJ	ADJP	CC	VBG	be	 			NP	*	-NONE-	IN	for	NO	be	VBD	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VBG	ADJP		VBG	be	 			NP	*	-NONE-	IN	for	NO	be	VBD	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBG	VBG	ADJP	NP	*	-NONE-	-NONE-		IN	for	 	ADJP	 	NO	be	VBD	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBG	VP		NP	*	-NONE-	-NONE-		IN	for	 	ADJP	 	NO	be	VBD	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	be	VBG	NP	VP	IN	for	 			ADJP	 	 	CC	and	NO	be	VBD	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	for	IN	S		IN	for	 			ADJP	 	 	CC	and	NO	be	VBD	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	for	IN	IN	S	ADJP	 	 	RB	VBN	CC	and	 	ADJP	busy	NO	be	VBD	reduce_unary	ADJP_BAR	reduce_binary	1	-9.294198074178478
ADJP_BAR	 	 	PP		ADJP	 	 	RB	VBN	CC	and	 	ADJP	busy	NO	be	VBD	reduce_binary	ADJP	reduce_unary	1	-9.294198074178478
ADJP	 	 	ADJP	PP	CC	and	 			ADJP	busy	JJ	VBD	be	NO	be	VBD	reduce_unary	ADJP_BAR	reduce_binary	1	-9.294198074178478
ADJP_BAR	busy	JJ	ADJP		CC	and	 			ADJP	busy	JJ	VBD	be	NO	be	VBD	reduce_binary	ADJP_BAR	reduce_unary	1	-9.294198074178478
ADJP_BAR	busy	JJ	CC	ADJP	ADJP	busy	JJ	RB	JJ	VBD	be	 	NP	owner	NO	be	VBD	reduce_binary	ADJP	reduce_binary	1	-9.294198074178478
ADJP	busy	JJ	ADJP	CC	VBD	be	 			NP	owner	NNS	IN	that	NO	be	VBD	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VBD	ADJP		VBD	be	 			NP	owner	NNS	IN	that	NO	be	VBD	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBD	VBD	ADJP	NP	owner	NNS	DT	NN	IN	that	 	NOPOS	noword	NO	be	VBD	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBD	VP		NP	owner	NNS	DT	NN	IN	that	 	NOPOS	noword	NO	be	VBD	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	be	VBD	NP	VP	IN	that	 			NOPOS	noword	 		 	NO	be	VBD	reduce_unary	SBAR-SBJ_BAR	reduce_binary	1	-9.294198074178478
SBAR-SBJ_BAR	that	IN	S		IN	that	 			NOPOS	noword	 		 	NO	be	VBD	reduce_binary	SBAR-SBJ	reduce_unary	4	-8.601050893618533
SBAR-SBJ	that	IN	IN	S	NOPOS	noword	 				 	 		 	NO	be	VBD	shift	''	reduce_binary	4	-8.601050893618533
VBD	be	 			SBAR-SBJ	that	IN	IN	S	NOPOS	noword	 		 	NO	know	VBN	shift	''	shift	1	-9.294198074178478
VBN	know	 			VBD	be	 			SBAR-SBJ	that	IN	NOPOS	noword	NO	to	TO	shift	''	shift	1	-9.294198074178478
TO	to	 			VBN	know	 			VBD	be	 	SBAR-SBJ	that	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			TO	to	 			VBN	know	 	VBD	be	NO	resident	NNS	shift	''	shift	1	-9.294198074178478
NNS	resident	 			DT	the	 			TO	to	 	VBN	know	NO	of	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	resident	NNS	NNS		DT	the	 			TO	to	 	VBN	know	NO	of	IN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	resident	NNS	DT	NNS	TO	to	 			VBN	know	 	VBD	be	NO	of	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	of	 			NP	resident	NNS	DT	NNS	TO	to	 	VBN	know	NO	bradford	NNP	shift	''	shift	1	-9.294198074178478
NNP	bradford	 			IN	of	 			NP	resident	NNS	TO	to	NO	,	,	reduce_unary	NP	shift	1	-9.294198074178478
NP	bradford	NNP	NNP		IN	of	 			NP	resident	NNS	TO	to	NO	,	,	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	of	IN	NP		IN	of	 			NP	resident	NNS	TO	to	NO	,	,	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	of	IN	IN	NP	NP	resident	NNS	DT	NNS	TO	to	 	VBN	know	NO	,	,	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	resident	NNS	PP		NP	resident	NNS	DT	NNS	TO	to	 	VBN	know	NO	,	,	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	resident	NNS	NP	PP	TO	to	 			VBN	know	 	VBD	be	NO	,	,	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	to	TO	NP		TO	to	 			VBN	know	 	VBD	be	NO	,	,	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	to	TO	TO	NP	VBN	know	 			VBD	be	 	SBAR-SBJ	that	NO	,	,	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	know	VBN	PP		VBN	know	 			VBD	be	 	SBAR-SBJ	that	NO	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	know	VBN	VBN	PP	VBD	be	 			SBAR-SBJ	that	IN	NOPOS	noword	NO	,	,	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	know	VBN	VP		VBD	be	 			SBAR-SBJ	that	IN	NOPOS	noword	NO	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	know	VBN	VBD	VP	SBAR-SBJ	that	IN	IN	S	NOPOS	noword	 		 	NO	,	,	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	know	VBN	VP		SBAR-SBJ	that	IN	IN	S	NOPOS	noword	 		 	NO	,	,	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	know	VBN	SBAR-SBJ	VP	NOPOS	noword	 				 	 		 	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			S	know	VBN	SBAR-SBJ	VP	NOPOS	noword	 		 	NO	and	CC	shift	''	shift	1	-9.294198074178478
CC	and	 			,	,	 			S	know	VBN	NOPOS	noword	NO	if	IN	shift	''	shift	1	-9.294198074178478
IN	if	 			CC	and	 			,	,	 	S	know	NO	you	PRP	shift	''	shift	1	-9.294198074178478
PRP	you	 			IN	if	 			CC	and	 	,	,	NO	be	VBD	reduce_unary	NP	shift	1	-9.294198074178478
NP	you	PRP	PRP		IN	if	 			CC	and	 	,	,	NO	be	VBD	shift	''	reduce_unary	1	-9.294198074178478
VBD	be	 			NP	you	PRP	PRP		IN	if	 	CC	and	NO	to	TO	postulate_gap	*	shift	1	-9.294198074178478
TO	to	 			NP	*	-NONE-	-NONE-		VBD	be	 	NP	you	NO	go	VB	shift	''	shift	1	-9.294198074178478
VB	go	 			TO	to	 			NP	*	-NONE-	VBD	be	NO	into	IN	shift	''	shift	1	-9.294198074178478
IN	into	 			VB	go	 			TO	to	 	NP	*	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			IN	into	 			VB	go	 	TO	to	NO	city	NN	shift	''	shift	1	-9.294198074178478
NN	city	 			DT	the	 			IN	into	 	VB	go	NO	to	TO	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	city	NN	NN		DT	the	 			IN	into	 	VB	go	NO	to	TO	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	city	NN	DT	NN	IN	into	 			VB	go	 	TO	to	NO	to	TO	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	into	IN	NP		IN	into	 			VB	go	 	TO	to	NO	to	TO	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	into	IN	IN	NP	VB	go	 			TO	to	 	NP	*	NO	to	TO	postulate_gap	*	reduce_binary	1	-9.294198074178478
-NONE-	*	 			PP	into	IN	IN	NP	VB	go	 	TO	to	NO	to	TO	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	-NONE-		PP	into	IN	IN	NP	VB	go	 	TO	to	NO	to	TO	shift	''	reduce_unary	1	-9.294198074178478
TO	to	 			NP	*	-NONE-	-NONE-		PP	into	IN	VB	go	NO	visit	VB	shift	''	shift	1	-9.294198074178478
VB	visit	 			TO	to	 			NP	*	-NONE-	PP	into	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			VB	visit	 			TO	to	 	NP	*	NO	stately	JJ	shift	''	shift	1	-9.294198074178478
JJ	stately	 			DT	the	 			VB	visit	 	TO	to	NO	city	NNP	shift	''	shift	1	-9.294198074178478
NNP	city	 			JJ	stately	 			DT	the	 	VB	visit	NO	hall	NNP	shift	''	shift	1	-9.294198074178478
NNP	hall	 			NNP	city	 			JJ	stately	 	DT	the	NO	,	,	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	hall	NNP	NNP		NNP	city	 			JJ	stately	 	DT	the	NO	,	,	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	hall	NNP	NNP	NNP	JJ	stately	 			DT	the	 	VB	visit	NO	,	,	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	hall	NNP	JJ	NNP	DT	the	 			VB	visit	 	TO	to	NO	,	,	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	hall	NNP	DT	JJ	VB	visit	 			TO	to	 	NP	*	NO	,	,	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	visit	VB	NP		VB	visit	 			TO	to	 	NP	*	NO	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	visit	VB	VB	NP	TO	to	 			NP	*	-NONE-	PP	into	NO	,	,	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	visit	VB	VP		TO	to	 			NP	*	-NONE-	PP	into	NO	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	visit	VB	TO	VP	NP	*	-NONE-	-NONE-		PP	into	IN	VB	go	NO	,	,	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	visit	VB	VP		NP	*	-NONE-	-NONE-		PP	into	IN	VB	go	NO	,	,	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	visit	VB	NP	VP	PP	into	IN	IN	NP	VB	go	 	TO	to	NO	,	,	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	visit	VB	S		PP	into	IN	IN	NP	VB	go	 	TO	to	NO	,	,	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	visit	VB	PP	S	VB	go	 			TO	to	 	NP	*	NO	,	,	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	visit	VB	VB	PP	TO	to	 			NP	*	-NONE-	VBD	be	NO	,	,	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	visit	VB	VP		TO	to	 			NP	*	-NONE-	VBD	be	NO	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	visit	VB	TO	VP	NP	*	-NONE-	-NONE-		VBD	be	 	NP	you	NO	,	,	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	visit	VB	VP		NP	*	-NONE-	-NONE-		VBD	be	 	NP	you	NO	,	,	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	visit	VB	NP	VP	VBD	be	 			NP	you	PRP	IN	if	NO	,	,	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	visit	VB	S		VBD	be	 			NP	you	PRP	IN	if	NO	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	visit	VB	VBD	S	NP	you	PRP	PRP		IN	if	 	CC	and	NO	,	,	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	visit	VB	VP		NP	you	PRP	PRP		IN	if	 	CC	and	NO	,	,	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	visit	VB	NP	VP	IN	if	 			CC	and	 	,	,	NO	,	,	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	if	IN	S		IN	if	 			CC	and	 	,	,	NO	,	,	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	if	IN	IN	S	CC	and	 			,	,	 	S	know	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			SBAR	if	IN	IN	S	CC	and	 	,	,	NO	you	PRP	shift	''	shift	1	-9.294198074178478
PRP	you	 			,	,	 			SBAR	if	IN	CC	and	NO	would	MD	reduce_unary	NP	shift	1	-9.294198074178478
NP	you	PRP	PRP		,	,	 			SBAR	if	IN	CC	and	NO	would	MD	shift	''	reduce_unary	1	-9.294198074178478
MD	would	 			NP	you	PRP	PRP		,	,	 	SBAR	if	NO	see	VB	shift	''	shift	1	-9.294198074178478
VB	see	 			MD	would	 			NP	you	PRP	,	,	NO	there	RB	shift	''	shift	1	-9.294198074178478
RB	there	 			VB	see	 			MD	would	 	NP	you	NO	the	DT	reduce_unary	ADVP	shift	1	-9.294198074178478
ADVP	there	RB	RB		VB	see	 			MD	would	 	NP	you	NO	the	DT	shift	''	reduce_unary	1	-9.294198074178478
DT	the	 			ADVP	there	RB	RB		VB	see	 	MD	would	NO	crest	NNP	shift	''	shift	1	-9.294198074178478
NNP	crest	 			DT	the	 			ADVP	there	RB	VB	see	NO	of	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	crest	NNP	NNP		DT	the	 			ADVP	there	RB	VB	see	NO	of	IN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	crest	NNP	DT	NNP	ADVP	there	RB	RB		VB	see	 	MD	would	NO	of	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	of	 			NP	crest	NNP	DT	NNP	ADVP	there	RB	VB	see	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			IN	of	 			NP	crest	NNP	ADVP	there	NO	city	NNP	shift	''	shift	1	-9.294198074178478
NNP	city	 			DT	the	 			IN	of	 	NP	crest	NO	of	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	city	NNP	NNP		DT	the	 			IN	of	 	NP	crest	NO	of	IN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	city	NNP	DT	NNP	IN	of	 			NP	crest	NNP	ADVP	there	NO	of	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	of	 			NP	city	NNP	DT	NNP	IN	of	 	NP	crest	NO	bradford	NNP	shift	''	shift	1	-9.294198074178478
NNP	bradford	 			IN	of	 			NP	city	NNP	IN	of	NO	,	,	reduce_unary	NP	shift	1	-9.294198074178478
NP	bradford	NNP	NNP		IN	of	 			NP	city	NNP	IN	of	NO	,	,	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	of	IN	NP		IN	of	 			NP	city	NNP	IN	of	NO	,	,	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	of	IN	IN	NP	NP	city	NNP	DT	NNP	IN	of	 	NP	crest	NO	,	,	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	city	NNP	PP		NP	city	NNP	DT	NNP	IN	of	 	NP	crest	NO	,	,	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	city	NNP	NP	PP	IN	of	 			NP	crest	NNP	ADVP	there	NO	,	,	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	of	IN	NP		IN	of	 			NP	crest	NNP	ADVP	there	NO	,	,	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	of	IN	IN	NP	NP	crest	NNP	DT	NNP	ADVP	there	RB	VB	see	NO	,	,	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	crest	NNP	PP		NP	crest	NNP	DT	NNP	ADVP	there	RB	VB	see	NO	,	,	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	crest	NNP	NP	PP	ADVP	there	RB	RB		VB	see	 	MD	would	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			NP	crest	NNP	NP	PP	ADVP	there	RB	VB	see	NO	which	WDT	shift	''	shift	1	-9.294198074178478
WDT	which	 			,	,	 			NP	crest	NNP	ADVP	there	NO	those	DT	reduce_unary	WHNP	shift	1	-9.294198074178478
WHNP	which	WDT	WDT		,	,	 			NP	crest	NNP	ADVP	there	YES	those	DT	shift	''	reduce_unary	1	-9.294198074178478
DT	those	 			WHNP	which	WDT	WDT		,	,	 	NP	crest	YES	same	JJ	shift	''	shift	1	-9.294198074178478
JJ	same	 			DT	those	 			WHNP	which	WDT	,	,	YES	mill	NN	shift	''	shift	1	-9.294198074178478
NN	mill	 			JJ	same	 			DT	those	 	WHNP	which	YES	owner	NNS	shift	''	shift	1	-9.294198074178478
NNS	owner	 			NN	mill	 			JJ	same	 	DT	those	YES	create	VBD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	owner	NNS	NNS		NN	mill	 			JJ	same	 	DT	those	YES	create	VBD	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	owner	NNS	NN	NNS	JJ	same	 			DT	those	 	WHNP	which	YES	create	VBD	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	owner	NNS	JJ	NN	DT	those	 			WHNP	which	WDT	,	,	YES	create	VBD	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	owner	NNS	DT	JJ	WHNP	which	WDT	WDT		,	,	 	NP	crest	YES	create	VBD	shift	''	reduce_binary	1	-9.294198074178478
VBD	create	 			NP	owner	NNS	DT	JJ	WHNP	which	WDT	,	,	YES	to	TO	postulate_gap	*t*	shift	1	-9.294198074178478
-NONE-	*t*	 			VBD	create	 			NP	owner	NNS	WHNP	which	NO	to	TO	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*t*	-NONE-	-NONE-		VBD	create	 			NP	owner	NNS	WHNP	which	NO	to	TO	postulate_gap	*	reduce_unary	1	-9.294198074178478
-NONE-	*	 			NP	*t*	-NONE-	-NONE-		VBD	create	 	NP	owner	NO	to	TO	reduce_unary	NP	postulate_gap	1	-9.294198074178478
